filename	Owner	Submitter	Sample Collector	MassIVE ID	ATTRIBUTE_batch	ATTRIBUTE_region	ATTRIBUTE_descriptor	ATTRIBUTE_type	ATTRIBUTE_type2	ATTRIBUTE_Year	ATTRIBUTE_Latitude	ATTRIBUTE_Longitude	ATTRIBUTE_Depth	ATTRIBUTE_ecosystem	ATTRIBUTE_Volume	ATTRIBUTE_SPEcartridge	ATTRIBUTE_Filtration	ATTRIBUTE_Depth_bucket	ATTRIBUTE_distance_to_coast_m	ATTRIBUTE_distancetocoast_bucket	ATTRIBUTE_distance_to_coast_km
Tray_5_P_241.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray_5_P_242.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_1.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_13.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_14.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_36.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_38.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray1_P_4.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_71.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_72.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_73.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_74.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_75.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_76.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	3	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_77.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_78.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_79.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_80.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_81.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
Tray2_P_82.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.75659	-69.61881	10	Coastal	1	PPL	notthere	surface to 20m	6066.37	200m-20km	6.06637
P2107_47.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	34.87883	-120.7371	61	Open Ocean	1	PPL	notthere	20 to 100m	6680.83	200m-20km	6.68083
P2107_48.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	34.87883	-120.7371	26	Open Ocean	1	PPL	notthere	20 to 100m	6680.83	200m-20km	6.68083
P2107_49.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	34.87883	-120.7371	5	Open Ocean	0.65	PPL	notthere	surface to 20m	6680.83	200m-20km	6.68083
CCE2019_361.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	57	Open Ocean	1	PPL	notthere	20 to 100m	6856.22	200m-20km	6.85622
CCE2019_362.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	57	Open Ocean	1	PPL	notthere	20 to 100m	6856.22	200m-20km	6.85622
CCE2019_363.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	45	Open Ocean	1	PPL	notthere	20 to 100m	6856.22	200m-20km	6.85622
CCE2019_364.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	45	Open Ocean	1	PPL	notthere	20 to 100m	6856.22	200m-20km	6.85622
CCE2019_365.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	15	Open Ocean	1	PPL	notthere	surface to 20m	6856.22	200m-20km	6.85622
CCE2019_366.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	California Current 2019	SAMPLE	SAMPLE	2019	34.88	-120.74	6	Open Ocean	1	PPL	notthere	surface to 20m	6856.22	200m-20km	6.85622
ETNP_Profiles_16_B.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	398	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_17.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	350	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_18.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	300	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_19.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	250	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_20.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	225	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_21.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	200	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_22.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	175	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_23.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	100	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_24.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	95	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_25.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	90	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_26.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	85	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_27.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	80	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_28.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	60	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_29.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	140	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_30.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	130	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_31.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	120	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_32.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	110	Open Ocean	1	PPL	unfiltered	100 to 500m	6954.23	200m-20km	6.95423
ETNP18_Profiles_33.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	70	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_34.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	40	Open Ocean	1	PPL	unfiltered	20 to 100m	6954.23	200m-20km	6.95423
ETNP18_Profiles_35.mzML	laluwihare@ucsd.edu	ikoester@ucsd.edu	notthere	MSV000085480	OMZ	US Pacific offshore	Pacific OMZ 2018	SAMPLE	SAMPLE	2018	17	-100.45	20	Open Ocean	1	PPL	unfiltered	surface to 20m	6954.23	200m-20km	6.95423
XA_DOM_42.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	South Africa 2018/19	SAMPLE	SAMPLE	2019	-33.90472	25.70381	0	Coastal	1	"PPL 200mg, acidified"	none	surface to 20m	7613.03	200m-20km	7.61303
XA_DOM_43.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	South Africa 2018/19	SAMPLE	SAMPLE	2019	-33.90472	25.70381	0	Coastal	1	"PPL 200mg, acidified"	none	surface to 20m	7613.03	200m-20km	7.61303
P2107_44.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	35.09077	-120.7717	63	Open Ocean	1	PPL	notthere	20 to 100m	7679.16	200m-20km	7.67916
P2107_45.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	35.09077	-120.7717	13	Open Ocean	0.45	PPL	notthere	surface to 20m	7679.16	200m-20km	7.67916
P2107_46.mzML	laluwihare@ucsd.edu	rrtorres@ucsd.edu	notthere	MSV000090123	CCE-2021	US Pacific offshore	California Current 2021	SAMPLE	SAMPLE	2021	35.09077	-120.7717	5	Open Ocean	0.4	PPL	notthere	surface to 20m	7679.16	200m-20km	7.67916
XA_DOM_44.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	South Africa 2018/19	SAMPLE	SAMPLE	2019	-33.83261	25.75714	0	Coastal	1	"PPL 200mg, acidified"	none	surface to 20m	7760.15	200m-20km	7.76015
XA_DOM_45.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	South Africa 2018/19	SAMPLE	SAMPLE	2019	-33.83261	25.75714	0	Coastal	1	"PPL 200mg, acidified"	none	surface to 20m	7760.15	200m-20km	7.76015
Taitao2018_E25_12m.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	notthere	MSV000083521	Patagonia	Chile Fjord	Patagonia 2018	SAMPLE	SAMPLE	2019	-46.7856	-75.8102	12	Coastal	notthere	PPL	notthere	surface to 20m	7876.45	200m-20km	7.87645
Taitao2018_E25_900m.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	notthere	MSV000083521	Patagonia	Chile Fjord	Patagonia 2018	SAMPLE	SAMPLE	2019	-46.7856	-75.8102	900	Coastal	notthere	PPL	notthere	surface to 20m	7876.45	200m-20km	7.87645
Tray_3_P_138.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_139.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_140.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_149.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_150.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_151.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_152.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_153.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_154.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_155.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_3_P_156.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_4_P_157.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_4_P_158.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_4_P_159.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_4_P_160.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_5_P_244.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_5_P_245.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray_5_P_246.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_2.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_21.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_22.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_23.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_24.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_25.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_26.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_27.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_28.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_3.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_30.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_31.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	10	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_44.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_46.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
Tray1_P_48.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	Gulf of Maine 2022	SAMPLE	SAMPLE	2022	43.65465	-70.03737	3	Coastal	1	PPL	notthere	surface to 20m	8669.14	200m-20km	8.66914
