filename	Owner	Submitter	Sample Collector	MassIVE ID	ATTRIBUTE_batch	ATTRIBUTE_region	ATTRIBUTE_type	ATTRIBUTE_descriptor	ATTRIBUTE_dataset	ATTRIBUTE_ecosystem	ATTRIBUTE_Year	ATTRIBUTE_Latitude	ATTRIBUTE_Longitude	ATTRIBUTE_Depth	ATTRIBUTE_Volume	ATTRIBUTE_SPEcartridge	ATTRIBUTE_Filtration
XA_DOM_44.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	SAMPLE	South Africa 2018/19	South Africa 2018/19	Coastal	2019	-33.83261	25.75714	surface	1	"PPL 200mg, acidified"	none
XA_DOM_45.mzXML	r.dorrington@ru.ac.za	dpetras@ucr.edu	xavsiw@gmail.com	MSV000083772	Algoa	Indian Ocean	SAMPLE	South Africa 2018/19	South Africa 2018/19	Coastal	2019	-33.83261	25.75714	surface	1	"PPL 200mg, acidified"	none
Taitao2018_E25_12m.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	notthere	MSV000083521	Patagonia	Chile Fjord	SAMPLE	Patagonia 2018	Patagonia 2018	Coastal	2019	-46.7856	-75.8102	notthere	notthere	PPL	notthere
Taitao2018_E25_900m.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	notthere	MSV000083521	Patagonia	Chile Fjord	SAMPLE	Patagonia 2018	Patagonia 2018	Coastal	2019	-46.7856	-75.8102	notthere	notthere	PPL	notthere
Tray_3_P_138.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_139.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_140.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_149.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_150.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_151.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_152.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_153.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_154.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_3_P_155.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_3_P_156.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_4_P_157.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_4_P_158.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_4_P_159.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_4_P_160.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray_5_P_244.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_5_P_245.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray_5_P_246.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_2.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_21.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_22.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_23.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_24.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_25.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_26.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_27.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_28.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_3.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_30.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_31.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_44.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_46.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_48.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_49.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_50.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_51.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_52.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_53.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_54.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_55.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_56.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray1_P_7.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_8.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray1_P_9.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray2_P_57.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	10	1	PPL	notthere
Tray2_P_84.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray2_P_85.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
Tray2_P_86.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.65465	-70.03737	3	1	PPL	notthere
CCE2019_355.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	62	1	PPL	notthere
CCE2019_356.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	62	1	PPL	notthere
CCE2019_357.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	45	1	PPL	notthere
CCE2019_358.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	45	1	PPL	notthere
CCE2019_359.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	15	0.9	PPL	notthere
CCE2019_360.mzXML	laluwihare@ucsd.edu	dpetras@ucr.edu	rrtorres@ucsd.edu	MSV000085852	CCE-2019	US Pacific offshore	SAMPLE	California Current 2019	California Current 2019	Open Ocean	2019	35.08	-120.77	5	0.925	PPL	notthere
Tray_3_P_130.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_3_P_131.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_3_P_132.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_3_P_142.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_3_P_143.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_3_P_144.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_175.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_176.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_177.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_178.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_179.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_180.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray_4_P_181.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_4_P_182.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_4_P_183.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_4_P_184.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_4_P_185.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_4_P_186.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_5_P_248.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_5_P_256.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray1_P_19.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray1_P_29.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray1_P_32.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray1_P_34.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray1_P_35.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_59.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_60.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_61.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_62.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_63.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_64.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	3	1	PPL	notthere
Tray2_P_65.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray2_P_66.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray2_P_67.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray2_P_68.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray2_P_69.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	43.86147	-69.32378	10	1	PPL	notthere
Tray_3_P_103.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	3	1	PPL	notthere
Tray_3_P_104.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	3	1	PPL	notthere
Tray_3_P_105.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	3	1	PPL	notthere
Tray_3_P_106.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	3	1	PPL	notthere
Tray_3_P_107.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	10	1	PPL	notthere
Tray_3_P_108.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	10	1	PPL	notthere
Tray_3_P_109.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	10	1	PPL	notthere
Tray_3_P_110.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	10	1	PPL	notthere
Tray_3_P_111.mzML	shane.farrell@maine.edu	shane.farrell@maine.edu	shane.farrell@maine.edu	MSV000090696	Kelp	US Atlantic	SAMPLE	Gulf of Maine 2022	Gulf of Maine 2022	Coastal	2022	44.44473	-67.5976	10	1	PPL	notthere
